GlobalID,ElementName,AltName,Definition,Format,HasOptionSet,UsageNotes,URL,Version,TermID,ChangedInThisVersionInd,ChangeNotes,TechnicalName,TableName,Domain
1008,Diagnostic Statement Source,,Identifies the source of the Diagnostic Statement based on a scored/evaluated portion of an assessment.,Alphanumeric - 300 characters maximum,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20011,10,20011,,,DiagnosticStatementSource,,
1009,Assessment Result Number of Responses,,The number of responses that are included with the Student Score Set. Responses are those items that were attempted (partially or fully answered) by the student and not necessarily the number of items in the assessment (which can be determined from the assessment object).,Integer - greater than or equal to 0,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20012,10,20012,,,AssessmentResultNumberOfResponses,,
1010,Assessment Form Subtest Item Weight Correct,,A weighting factor for how the item score is used to compute a sub-test score when the item is correct or partially correct. Item weight of 1 indicates the full item score is used. A weight of .5 would indicate the item only contributes one half of the item score to the subtest. A weight of 0 indicates the item does not affect the sub test score.,Numeric,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20013,10,20013,,,AssessmentFormSubtestItemWeightCorrect,,
1012,Assessment Form Subtest Item Weight Incorrect,,A weighting factor for how the item score is used to compute a sub-test score when the item is attempted and incorrect. Item weight should be a negative value if the item subtracts from the score if missed.,Numeric,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20014,10,20014,,,AssessmentFormSubtestItemWeightIncorrect,,
1013,Assessment Form Subtest Item Weight Not Attempted,,A weighting factor for how the item score is used to compute a sub-test score when the item has not been attempted by the student. Item weight should be a negative value if the item subtracts from the score if not attempted.,Numeric,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20015,10,20015,,,AssessmentFormSubtestItemWeightNotAttempted,,
1014,Assessment Subtest Identifier Type,,The type of identifier that is provided for a Subtest.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20016,10,20016,,,AssessmentSubtestIdentifierType,,
1015,Assessment Registration Days of Instruction,,The number of days of instruction the student has taken prior to testing.,Integer - greater than or equal to 0,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20017,10,20017,,,AssessmentRegistrationDaysOfInstruction,,
1016,Assessment Registration Retest Indicator,,Indicates if this registration is for a retest (retake). Retest can occur if a student failed a prior attempt and is eligible to retake. Other retest scenarios also can occur.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20018,10,20018,,,AssessmentRegistrationRetestIndicator,,
1017,Assessment Registration Creation Date,,Date/time assignment is made.,YYYY-MM-DDTHH:MM:SS,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20019,10,20019,,,AssessmentRegistrationCreationDate,,
1018,Assessment Session Type,,The type of session that is scheduled.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20020,10,20020,,,AssessmentSessionType,,
1019,Assessment Session Scheduled Start Date Time,,Date and time the assessment is scheduled to begin.,YYYY-MM-DDTHH:MM:SS,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20021,10,20021,,,AssessmentSessionScheduledStartDateTime,,
1020,Assessment Session Scheduled End Date Time,,Date and time the assessment is scheduled to end.,YYYY-MM-DDTHH:MM:SS,FALSE,All CEDS Exit and End Dates represent the last day of the date range specified," such as the last day that a person was enrolled"," participated"," or received services.",https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20022,10,AssessmentSessionScheduledEndDateTime,,
1021,Assessment Session Actual Start Date Time,,Date and time the assessment actually began.,YYYY-MM-DDTHH:MM:SS,FALSE,When associated to an assessment session this is the actual start date and time.  When associated to an individual taking an assessment," this is the actual date and time when the individual started.",https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20023,10,20023,,AssessmentSessionActualStartDateTime,,
1022,Assessment Session Actual End Date Time,,Date and time the assessment actually ended.,YYYY-MM-DDTHH:MM:SS,FALSE,When associated to an assessment session this is the actual end date and time.  When associated to an individual taking an assessment," this is the actual date and time when the individual finished.",https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20024,10,20024,,AssessmentSessionActualEndDateTime,,
1023,Assessment Need Language Type,,Defines as part of an Assessment Personal Needs Profile a preference for the language of the user interface.,,TRUE,"The CEDS ISO 639-2 Language Code option set comes from the &lt;a href=""http://www.loc.gov/standards/iso639-2/langhome.html""&gt;ISO 639-2 standard&lt;/a&gt;"," the character encoding in ISO 8859-1 download.  Discontinued codes from the ISO standard are not included in the CEDS list.",https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20025,10,20025,,AssessmentNeedLanguageType,,
1024,Assessment Need Hazard Type,,Defines as part of an Assessment Personal Needs Profile a characteristic of a digital resource that may be specified as being dangerous to a user.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20026,10,20026,,,AssessmentNeedHazardType,,
1025,Assessment Need Support Tool Type,,Defines as part of an Assessment Personal Needs Profile the electronic tool associated with a resource.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20027,10,20027,,,AssessmentNeedSupportToolType,,
1026,Assessment Need Usage Type,,Defines as part of an Assessment Personal Needs Profile the rating for the collection of Access for All (AfA) needs and preferences.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20028,10,20028,,,AssessmentNeedUsageType,,
1027,Assessment Need Link Indication Type,,Defines as part of an Assessment Personal Needs Profile the characteristics of presentation for a hyperlink when using a screen reader.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20029,10,20029,,,AssessmentNeedLinkIndicationType,,
1028,Assessment Need Speech Rate,,Defines as part of an Assessment Personal Needs Profile the rate of speech of a speech synthesizer.,Integer - greater than or equal to 0,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20030,10,20030,,,AssessmentNeedSpeechRate,,
1087,Assessment Need Pitch,,Defines as part of an Assessment Personal Needs Profile the pitch of a speech synthesizer.,Numeric - up to 4 digits after decimal place,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20031,10,20031,,,AssessmentNeedPitch,,
1029,Assessment Need Volume,,Defines as part of an Assessment Personal Needs Profile the volume of a speech synthesizer.,Numeric - up to 4 digits after decimal place,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20032,10,20032,,,AssessmentNeedVolume,,
1030,Assessment Need Invert Color Choice,,Defines as part of an Assessment Personal Needs Profile the Access for All (AfA) preference to invert the foreground and background Colors.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20033,10,20033,,,AssessmentNeedInvertColorChoice,,
1031,Assessment Need Magnification,,Defines as part of an Assessment Personal Needs Profile the preferred magnification of the screen as a factor of a screen�s original size.,Numeric - up to 4 digits after decimal place,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20034,10,20034,,,AssessmentNeedMagnification,,
1032,Assessment Need Braille Grade Type,,Defines as part of an Assessment Personal Needs Profile the grade of Braille to use when using a Braille display.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20035,10,20035,,,AssessmentNeedBrailleGradeType,,
1033,Assessment Need Number of Braille Dots Type,,Defines as part of an Assessment Personal Needs Profile the number of dots in a Braille cell.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20036,10,20036,,,AssessmentNeedNumberOfBrailleDotsType,,
1034,Assessment Need Number of Braille Cells,,Defines as part of an Assessment Personal Needs Profile the number of active Braille cells in a Braille display.,Integer - greater than or equal to 0,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20037,10,20037,,,AssessmentNeedNumberOfBrailleCells,,
1035,Assessment Need Braille Mark Type,,Defines as part of an Assessment Personal Needs Profile what textual properties to mark when using a Braille display.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20038,10,20038,,,AssessmentNeedBrailleMarkType,,
1036,Assessment Need Braille Dot Pressure,,Defines as part of an Assessment Personal Needs Profile the resistance pressure of Braille display pins.,Numeric - up to 4 digits after decimal place,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20040,10,20040,,,AssessmentNeedBrailleDotPressure,,
1037,Assessment Need Braille Status Cell Type,,Defines as part of an Assessment Personal Needs Profile the preferred presence or location of a Braille display status cell.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20041,10,20041,,,AssessmentNeedBrailleStatusCellType,,
1038,Assessment Need Item Translation Display Language Type,,Defines as part of an Assessment Personal Needs Profile the default language for the displayed translation.,,TRUE,"The CEDS ISO 639-2 Language Code option set comes from the &lt;a href=""http://www.loc.gov/standards/iso639-2/langhome.html""&gt;ISO 639-2 standard&lt;/a&gt;"," the character encoding in ISO 8859-1 download.  Discontinued codes from the ISO standard are not included in the CEDS list.",https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20042,10,20042,,AssessmentNeedItemTranslationDisplayLanguageType,,
1039,Assessment Need Keyword Translation Language Type,,Defines as part of an Assessment Personal Needs Profile the default language for the keyword translation.,,TRUE,"The CEDS ISO 639-2 Language Code option set comes from the &lt;a href=""http://www.loc.gov/standards/iso639-2/langhome.html""&gt;ISO 639-2 standard&lt;/a&gt;"," the character encoding in ISO 8859-1 download.  Discontinued codes from the ISO standard are not included in the CEDS list.",https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20043,10,20043,,AssessmentNeedKeywordTranslationLanguageType,,
